transaction_id,account_id,type,amount
357,79,TRANSFER_IN,25810.77
358,1276,TRANSFER_OUT,12084.91
359,1389,DEPOSIT,26010.12
360,1070,DEPOSIT,29754.56
361,1470,TRANSFER_OUT,47182.79
362,250,TRANSFER_IN,13948.23
363,1321,TRANSFER_OUT,18015.21
364,1376,TRANSFER_IN,25965.8
365,1396,TRANSFER_OUT,321.56
366,432,DEPOSIT,27023.0
367,1007,TRANSFER_IN,39711.31
368,862,TRANSFER_OUT,44201.03
369,518,DEPOSIT,178.33
370,1416,TRANSFER_IN,34330.67
371,420,WITHDRAW,33344.0
372,364,WITHDRAW,25067.22
373,1214,DEPOSIT,11176.11
374,878,WITHDRAW,3829.54
375,262,TRANSFER_OUT,44807.99
376,1055,TRANSFER_IN,9999.72
377,1048,TRANSFER_OUT,31804.05
378,836,DEPOSIT,47484.13
379,361,TRANSFER_IN,990.71
380,101,DEPOSIT,28768.4
381,1480,WITHDRAW,24363.62
382,581,TRANSFER_OUT,35337.85
383,1460,DEPOSIT,18364.88
384,1294,TRANSFER_IN,43529.47
385,1222,DEPOSIT,41168.39
386,256,TRANSFER_OUT,33170.75
387,1344,TRANSFER_OUT,29017.65
388,1204,TRANSFER_OUT,4737.08
389,637,TRANSFER_OUT,35573.43
390,902,TRANSFER_OUT,12251.95
391,137,TRANSFER_IN,15038.87
392,398,WITHDRAW,26189.26
393,668,TRANSFER_OUT,19699.36
394,898,TRANSFER_OUT,35330.31
395,1156,WITHDRAW,32481.55
396,499,TRANSFER_OUT,47410.86
397,1064,TRANSFER_OUT,25261.69
398,969,TRANSFER_OUT,2063.51
399,546,WITHDRAW,21371.33
400,373,WITHDRAW,21026.35
401,816,DEPOSIT,22193.52
402,197,TRANSFER_OUT,24633.84
403,254,DEPOSIT,35035.35
404,724,TRANSFER_IN,10919.92
405,980,TRANSFER_IN,26059.66
406,1369,TRANSFER_IN,42818.2
407,1007,DEPOSIT,13931.99
408,416,WITHDRAW,24491.68
409,242,TRANSFER_OUT,40856.93
410,492,WITHDRAW,29286.87
411,200,TRANSFER_OUT,31039.31
412,1027,TRANSFER_IN,39392.7
413,1121,TRANSFER_OUT,13168.61
414,1139,TRANSFER_IN,43055.81
415,350,DEPOSIT,20415.12
416,340,DEPOSIT,12915.31
417,90,WITHDRAW,13262.4
418,318,TRANSFER_OUT,13589.36
419,1185,DEPOSIT,8647.7
420,393,DEPOSIT,5116.36
421,633,WITHDRAW,22872.37
422,467,DEPOSIT,28635.25
423,1473,TRANSFER_IN,3698.14
424,134,TRANSFER_OUT,34723.96
425,1266,WITHDRAW,26096.89
426,614,WITHDRAW,1050.46
427,1161,TRANSFER_IN,7904.85
428,324,TRANSFER_OUT,45092.11
429,461,TRANSFER_OUT,35883.3
430,1104,WITHDRAW,31331.12
431,1299,TRANSFER_OUT,6807.78
432,373,DEPOSIT,11711.21
433,985,TRANSFER_IN,20126.96
434,1393,TRANSFER_IN,4106.85
435,197,TRANSFER_IN,5474.74
436,1289,TRANSFER_IN,37233.79
437,407,DEPOSIT,4839.38
438,366,TRANSFER_OUT,13128.8
439,462,WITHDRAW,10358.4
440,37,TRANSFER_IN,12264.19
441,1293,WITHDRAW,30228.3
442,185,TRANSFER_IN,38507.65
443,1290,TRANSFER_IN,23364.14
444,681,TRANSFER_IN,23452.91
445,746,WITHDRAW,32423.31
446,748,DEPOSIT,41152.21
447,1017,WITHDRAW,41725.72
448,301,TRANSFER_IN,41178.39
449,1123,TRANSFER_IN,12223.16
450,1493,TRANSFER_IN,45776.38
451,744,WITHDRAW,2125.8
452,1319,TRANSFER_OUT,27994.3
453,1490,TRANSFER_OUT,46353.04
454,1328,DEPOSIT,13906.82
455,1132,TRANSFER_IN,41987.19
456,551,TRANSFER_OUT,3108.55
457,1468,TRANSFER_IN,14051.96
458,1400,TRANSFER_IN,14255.71
459,604,TRANSFER_OUT,18695.19
460,85,TRANSFER_IN,36152.78
461,33,WITHDRAW,2425.71
462,1125,WITHDRAW,46382.66
463,638,TRANSFER_IN,162.45
464,198,TRANSFER_OUT,35060.84
465,134,DEPOSIT,6832.04
466,1168,WITHDRAW,39436.41
467,1412,TRANSFER_IN,44033.22
468,1197,WITHDRAW,28963.04
469,722,DEPOSIT,9673.83
470,894,TRANSFER_IN,49583.1
471,1135,WITHDRAW,18122.53
472,283,TRANSFER_OUT,3124.54
473,630,WITHDRAW,32713.97
474,694,TRANSFER_IN,2531.04
475,240,DEPOSIT,22971.93
476,867,TRANSFER_IN,28833.42
477,1113,DEPOSIT,49181.67
478,1171,DEPOSIT,47410.88
479,85,TRANSFER_IN,32944.09
480,682,WITHDRAW,25806.63
481,705,WITHDRAW,1336.45
482,271,DEPOSIT,37554.42
483,833,WITHDRAW,35696.1
484,1323,WITHDRAW,16045.71
485,1267,TRANSFER_IN,27585.0
486,1370,TRANSFER_OUT,20163.72
487,888,DEPOSIT,45729.35
488,657,TRANSFER_IN,12998.54
489,490,TRANSFER_OUT,8552.84
490,982,DEPOSIT,24698.11
491,575,WITHDRAW,41486.57
492,1140,TRANSFER_OUT,19506.78
493,1175,WITHDRAW,24482.42
494,773,TRANSFER_IN,38207.41
495,737,DEPOSIT,23419.7
496,7,WITHDRAW,14596.01
497,893,DEPOSIT,4730.67
498,541,DEPOSIT,11433.19
499,1153,DEPOSIT,1484.16
500,502,TRANSFER_IN,8993.29
501,1043,TRANSFER_IN,40239.3
502,986,TRANSFER_IN,10567.09
503,363,DEPOSIT,40946.83
504,1219,DEPOSIT,35333.85
505,295,DEPOSIT,18957.38
506,1458,TRANSFER_OUT,1007.25
507,1405,TRANSFER_OUT,26306.82
508,644,WITHDRAW,49694.41
509,789,TRANSFER_IN,40504.89
510,366,TRANSFER_OUT,36344.61
511,522,TRANSFER_IN,22522.93
512,256,TRANSFER_IN,15228.19
513,360,TRANSFER_IN,39957.12
514,588,WITHDRAW,19665.13
515,274,TRANSFER_OUT,13794.54
516,489,TRANSFER_IN,17057.98
517,1075,TRANSFER_IN,40608.06
518,466,WITHDRAW,19232.61
519,900,TRANSFER_OUT,5069.5
520,362,TRANSFER_OUT,20214.41
521,1306,DEPOSIT,15208.03
522,1022,TRANSFER_IN,43100.72
523,1172,TRANSFER_IN,13286.19
524,677,TRANSFER_OUT,24526.01
525,272,TRANSFER_IN,9534.81
526,18,DEPOSIT,21314.25
527,179,TRANSFER_IN,41930.93
528,1149,TRANSFER_IN,541.53
529,1107,DEPOSIT,20420.98
530,1453,DEPOSIT,26831.42
531,635,TRANSFER_IN,13410.06
532,1169,WITHDRAW,5610.22
533,267,WITHDRAW,25711.11
534,900,DEPOSIT,44329.26
535,298,TRANSFER_OUT,37287.54
536,455,DEPOSIT,33494.83
537,780,TRANSFER_IN,18336.45
538,1003,DEPOSIT,40204.62
539,611,DEPOSIT,44560.58
540,1110,WITHDRAW,39867.36
541,1259,TRANSFER_OUT,33069.59
542,180,DEPOSIT,31714.34
543,1364,TRANSFER_IN,19644.77
544,311,TRANSFER_IN,47432.67
545,1326,DEPOSIT,2168.74
546,1032,DEPOSIT,25960.38
547,969,DEPOSIT,2982.84
548,547,TRANSFER_IN,1209.46
549,264,WITHDRAW,32269.58
550,1431,WITHDRAW,23644.21
551,498,TRANSFER_IN,6710.82
552,927,TRANSFER_IN,29851.45
553,587,TRANSFER_IN,47730.83
554,285,DEPOSIT,24224.63
555,1338,TRANSFER_IN,24296.66
556,404,TRANSFER_IN,35244.53
557,33,DEPOSIT,9404.64
558,410,TRANSFER_OUT,8710.44
559,538,TRANSFER_IN,3578.02
560,726,TRANSFER_IN,17147.8
561,1333,TRANSFER_IN,25790.53
562,596,TRANSFER_IN,31681.56
563,1163,DEPOSIT,49489.35
564,105,TRANSFER_IN,42294.02
565,95,WITHDRAW,23761.63
566,284,WITHDRAW,14330.81
567,893,TRANSFER_OUT,38139.76
568,1065,DEPOSIT,27655.6
569,717,WITHDRAW,6364.53
570,1004,TRANSFER_IN,20075.65
571,1250,TRANSFER_OUT,5918.05
572,312,TRANSFER_OUT,27635.83
573,903,WITHDRAW,37393.98
574,48,TRANSFER_OUT,25248.49
575,403,TRANSFER_OUT,10301.31
576,1258,TRANSFER_OUT,1118.97
577,156,TRANSFER_OUT,7978.83
578,1224,TRANSFER_OUT,24404.05
579,1350,TRANSFER_IN,43295.02
580,839,DEPOSIT,8603.36
581,913,DEPOSIT,5712.12
582,80,TRANSFER_OUT,44058.29
583,765,TRANSFER_OUT,30597.66
584,898,DEPOSIT,5447.82
585,26,TRANSFER_OUT,22129.85
586,961,DEPOSIT,9881.96
587,696,TRANSFER_OUT,10684.5
588,600,TRANSFER_IN,14287.25
589,26,TRANSFER_OUT,22418.64
590,1038,TRANSFER_IN,3866.22
591,103,DEPOSIT,19346.65
592,445,DEPOSIT,26491.25
593,612,TRANSFER_IN,15587.74
594,795,DEPOSIT,41717.41
595,617,TRANSFER_OUT,31150.81
596,1380,TRANSFER_IN,20049.54
597,970,DEPOSIT,32936.99
598,1172,DEPOSIT,16517.44
599,1417,DEPOSIT,17747.44
600,697,WITHDRAW,4896.84
601,573,TRANSFER_OUT,1624.05
602,277,TRANSFER_OUT,17322.81
603,248,DEPOSIT,46590.32
604,445,TRANSFER_OUT,9489.86
605,509,WITHDRAW,17723.99
606,13,TRANSFER_OUT,2068.04
607,91,WITHDRAW,17076.61
608,1062,TRANSFER_IN,48869.82
609,1288,WITHDRAW,8466.18
610,1370,DEPOSIT,1560.7
611,199,DEPOSIT,40492.12
612,219,TRANSFER_OUT,20467.95
613,614,WITHDRAW,39718.51
614,327,TRANSFER_IN,22542.68
615,719,WITHDRAW,10223.51
616,1480,TRANSFER_IN,19633.2
617,1201,DEPOSIT,16415.2
618,607,DEPOSIT,33394.36
619,1156,TRANSFER_IN,5600.55
620,1064,TRANSFER_IN,38549.56
621,1057,WITHDRAW,47680.61
622,302,TRANSFER_IN,16944.54
623,1052,WITHDRAW,45373.24
624,201,TRANSFER_IN,49094.58
625,962,TRANSFER_IN,1969.23
626,114,WITHDRAW,7892.82
627,1179,WITHDRAW,23835.37
628,555,DEPOSIT,17233.32
629,876,WITHDRAW,1575.41
630,720,WITHDRAW,13406.28
631,1226,TRANSFER_IN,9043.82
632,389,TRANSFER_OUT,12073.23
633,920,TRANSFER_OUT,2812.17
634,760,DEPOSIT,27958.75
635,1366,WITHDRAW,18077.12
636,1097,TRANSFER_IN,40002.93
637,482,TRANSFER_OUT,6397.92
638,572,WITHDRAW,27305.96
639,1472,TRANSFER_OUT,7771.06
640,772,WITHDRAW,45795.89
641,1061,TRANSFER_OUT,44949.82
642,384,WITHDRAW,34638.58
643,1392,TRANSFER_IN,32527.27
644,84,TRANSFER_IN,45483.59
645,1442,TRANSFER_IN,44753.15
646,1019,TRANSFER_OUT,21642.57
647,147,WITHDRAW,22344.86
648,1001,WITHDRAW,35406.19
649,1044,TRANSFER_IN,24565.17
650,799,TRANSFER_OUT,1361.51
651,230,TRANSFER_OUT,32057.14
652,893,DEPOSIT,35771.93
653,353,TRANSFER_IN,14374.18
654,594,TRANSFER_OUT,25321.07
655,200,TRANSFER_OUT,7065.49
656,898,TRANSFER_OUT,13647.51
657,1430,TRANSFER_OUT,47936.52
658,540,TRANSFER_IN,33032.04
659,837,DEPOSIT,2063.9
660,1388,WITHDRAW,25938.76
661,1309,DEPOSIT,16581.25
662,797,DEPOSIT,38078.86
663,253,DEPOSIT,25286.03
664,980,WITHDRAW,41021.44
665,279,TRANSFER_IN,19079.52
666,786,TRANSFER_IN,18317.1
667,1058,DEPOSIT,4172.13
668,367,DEPOSIT,36872.04
669,106,TRANSFER_OUT,33449.02
670,816,TRANSFER_OUT,15196.8
671,1149,TRANSFER_IN,28678.72
672,291,TRANSFER_OUT,32813.43
673,567,DEPOSIT,44704.18
674,69,DEPOSIT,24042.3
675,598,WITHDRAW,26795.74
676,511,TRANSFER_IN,25264.97
677,82,TRANSFER_IN,44575.66
678,1395,TRANSFER_IN,21177.4
679,709,TRANSFER_OUT,11493.61
680,13,WITHDRAW,29647.97
681,888,TRANSFER_IN,8657.59
682,1386,TRANSFER_IN,38829.8
683,497,WITHDRAW,16766.51
684,1361,DEPOSIT,13495.27
685,224,DEPOSIT,33450.81
686,830,DEPOSIT,37103.85
687,482,TRANSFER_IN,14959.26
688,1458,DEPOSIT,38758.06
689,90,TRANSFER_OUT,27710.06
690,1129,WITHDRAW,6849.59
691,836,WITHDRAW,37801.17
692,1096,WITHDRAW,19645.84
693,790,TRANSFER_IN,25371.11
694,1266,TRANSFER_OUT,16238.13
695,32,TRANSFER_IN,345.13
696,668,DEPOSIT,16364.2
697,299,WITHDRAW,21330.69
698,729,TRANSFER_IN,37357.11
699,367,TRANSFER_OUT,4587.72
700,231,DEPOSIT,28403.25
701,465,TRANSFER_IN,6743.45
702,75,TRANSFER_IN,26096.57
703,662,TRANSFER_IN,42612.11
704,951,TRANSFER_OUT,22038.76
705,1178,TRANSFER_OUT,26603.88
706,167,TRANSFER_OUT,27297.36
707,997,TRANSFER_IN,18650.81
708,562,DEPOSIT,40536.21
709,606,DEPOSIT,9182.87
710,413,TRANSFER_OUT,47471.56
711,545,TRANSFER_OUT,12522.05
712,629,WITHDRAW,14077.31
713,159,WITHDRAW,14838.66
714,144,WITHDRAW,24638.56
715,665,TRANSFER_IN,17105.14
716,1139,TRANSFER_IN,18917.74
717,1457,TRANSFER_OUT,14617.11
718,1453,DEPOSIT,15772.63
719,113,WITHDRAW,24837.59
720,687,DEPOSIT,31650.17
721,303,DEPOSIT,25728.46
722,59,TRANSFER_IN,20638.75
723,833,TRANSFER_OUT,15331.28
724,688,DEPOSIT,38717.51
725,1053,WITHDRAW,21726.13
726,1248,TRANSFER_IN,6128.95
727,333,TRANSFER_IN,28764.42
728,1060,WITHDRAW,25728.82
729,850,TRANSFER_IN,3359.28
730,273,TRANSFER_OUT,49662.32
731,237,TRANSFER_IN,35853.38
732,1302,WITHDRAW,48336.94
733,578,TRANSFER_IN,19010.69
734,940,TRANSFER_OUT,29196.66
735,727,TRANSFER_IN,42036.98
736,509,TRANSFER_OUT,42713.19
737,467,WITHDRAW,15947.52
738,746,TRANSFER_OUT,38225.21
739,1443,TRANSFER_IN,10684.17
740,1178,WITHDRAW,14452.15
741,1166,WITHDRAW,23800.55
742,369,TRANSFER_OUT,34600.59
743,643,DEPOSIT,43290.42
744,935,TRANSFER_IN,33050.42
745,60,DEPOSIT,4813.65
746,112,DEPOSIT,15338.49
747,405,TRANSFER_OUT,31471.55
748,1105,DEPOSIT,16790.01
749,1434,TRANSFER_OUT,11801.88
750,1007,WITHDRAW,35916.14
